"RecordIDS","AverageConsistency","Latitude-Consistency","Latitude-Values","Country-Consistency","Country-Values","Magnitude-Consistency","Magnitude-Values","Depth-Consistency","Depth-Values","Time-Consistency","Time-Values","Date-Consistency","Date-Values","TotalDamages-Consistency","TotalDamages-Values","Longitude-Consistency","Longitude-Values","Deaths-Consistency","Deaths-Values"
"File1_3910+File2_0397+File2_0398","0.8571428571428571","0.6666666666666666","{115.27|115.275|115.096}","1.0","{CHINA|CHINA|CHINA}","1.0","{6.2|6.0|5.9}","1.0","{20.0|20.0}","0.6666666666666666","{15:19:04|15:19:04|18:14:22}","1.0","{1966-03-26|1966-03-26|1966-03-26}",,,"0.6666666666666666","{37.68|37.714|37.798}",,
"File1_4875+File2_13459","1.0","1.0","{130.429|130.429}","1.0","{JAPAN|JAPAN}","1.0","{6.1|6.1}","1.0","{10.0|10.0}","1.0","{08:31:47|08:31:47}","1.0","{1997-03-26|1997-03-26}",,,"1.0","{31.92|31.92}",,
"File1_4435+File2_6746+File3_0335","0.9629629629629631","1.0","{-70.563|-70.563|-70.563}","1.0","{CHILE|CHILE|CHILE}","1.0","{7.3|7.4|7.0}","1.0","{15.0|14.8}","0.6666666666666666","{18:52:13|18:52:13|17:52}","1.0","{1983-10-04|1983-10-04|1983-10-04}","1.0","{1.0|1.0}","1.0","{-26.535|-26.535|-26.535}","1.0","{5.0|4.0}"
"File1_5426+File2_18814","1.0","1.0","{72.985|72.985}","1.0","{KYRGYZSTAN|KYRGYZSTAN}","1.0","{5.6|5.6}","1.0","{6.0|6.0}","1.0","{06:32:27|06:32:28}","1.0","{2008-01-01|2008-01-01}",,,"1.0","{40.288|40.288}",,
"File1_4686+File2_10291+File3_0539","0.9166666666666666","0.6666666666666666","{22.3|22.3|22.5}","1.0","{GREECE|GREECE|GREECE}","1.0","{5.9|6.1|6.0}","1.0","{13.0|13.3}","1.0","{06:57:42|06:57:43}","1.0","{1990-12-21|1990-12-21|1990-12-21}",,,"0.6666666666666666","{41.004|41.004|40.9}","1.0","{1.0|1.0}"
"File1_4458+File2_7013+File3_0426","0.8888888888888888","0.6666666666666666","{12.558|12.558|12.23}","1.0","{ITALY|ITALY|ITALY}","0.6666666666666666","{5.3|5.7|6.0}","1.0","{12.0|11.9}","1.0","{05:03|05:03}","1.0","{1984-04-29|1984-04-29|1984-04-29}","1.0","{25.0}","0.6666666666666666","{43.26|43.26|43.07}","1.0","{3.0}"
"File1_4120+File2_2597+File3_0273","1.0","1.0","{-103.0|-102.996|-102.996}","1.0","{MEXICO|MEXICO|MEXICO}","1.0","{7.5|7.5|8.0}","1.0","{43.0|43.0}","1.0","{21:01:12|21:01:12|21:01}","1.0","{1973-01-30|1973-01-30|1973-01-30}",,,"1.0","{18.48|18.481|18.481}","1.0","{56.0|56.0}"
"File1_5718+File2_21365","0.25","0.0","{119.593|173.789}","0.0","{CHINA|FIJI}","0.0","{4.9|5.9}","1.0","{10.0|10.0}","0.0","{12:11:52|06:11:58}","0.0","{2012-07-20|2012-07-21}",,,"0.0","{32.978|-19.19}","1.0","{1.0}"
"File1_5838+File2_22457+File3_1186","1.0","1.0","{101.737|101.7374|101.7374}","1.0","{CHINA|CHINA|CHINA}","1.0","{5.9|5.9|6.0}","1.0","{9.0|9.0}","1.0","{08:55:58|08:55:27|08:55}","1.0","{2014-11-22|2014-11-22|2014-11-22}","1.0","{50.0}","1.0","{30.34|30.3398|30.3398}","1.0","{5.0|5.0}"
"File1_4741+File2_10903+File2_10907+File3_0513+File3_0579","0.7333333333333333","0.8","{71.317|-82.311|71.317|71.317|71.317}","0.8","{PAKISTAN|PANAMA|PAKISTAN|PAKISTAN|PAKISTAN}","1.0","{6.0|6.3|6.3|6.0|6.0}","1.0","{16.0|17.8|16.3}","0.6666666666666666","{12:20:32|23:19:21|12:20:33}","0.8","{1992-05-20|1992-05-18|1992-05-20|1992-05-20|1992-05-20}",,,"0.8","{33.377|7.446|33.377|33.377|33.377}","0.0","{6.0|14.0|36.0}"
"File1_4466+File2_7156","0.875","1.0","{99.075|99.075}","1.0","{INDONESIA|INDONESIA}","0.0","{5.2|5.6}","1.0","{33.0|32.5}","1.0","{06:41:26|06:41:26}","1.0","{1984-08-27|1984-08-27}","1.0","{1.0}","1.0","{1.761|1.761}",,
"File1_5722+File2_21388","0.8571428571428571","1.0","{145.064|145.064}","0.0","{RUSSIA|RUSSIAN FEDERATION}","1.0","{7.7|7.7}","1.0","{583.0|583.2}","1.0","{02:59:38|02:59:38}","1.0","{2012-08-14|2012-08-14}",,,"1.0","{49.8|49.8}",,
"File1_4708+File2_10511","1.0","1.0","{120.355|120.355}","1.0","{PHILIPPINES|PHILIPPINES}","1.0","{5.5|5.6}","1.0","{10.0|10.0}","1.0","{11:15:28|11:15:28}","1.0","{1991-06-15|1991-06-15}",,,"1.0","{15.119|15.119}","1.0","{800.0}"
"File1_4447+File2_6853+File3_0339","0.8888888888888888","1.0","{-13.529|-13.529|-13.529}","1.0","{GUINEA|GUINEA|GUINEA}","1.0","{6.2|6.3|6.0}","1.0","{11.0|11.3}","1.0","{04:11:29|04:11:29|04:11}","1.0","{1983-12-22|1983-12-22|1983-12-22}","1.0","{8.0}","1.0","{11.866|11.866|11.866}","0.0","{443.0|275.0}"
"File1_4712+File2_10534","1.0","1.0","{124.681|124.681}","1.0","{INDONESIA|INDONESIA}","1.0","{6.5|6.9}","1.0","{29.0|28.8}","1.0","{11:43:10|11:43:10}","1.0","{1991-07-04|1991-07-04}","1.0","{7.0}","1.0","{-8.099|-8.099}","1.0","{28.0}"
"File1_4937+File2_14323+File3_0762","0.9629629629629629","1.0","{79.403|79.403|79.403}","1.0","{INDIA|INDIA|INDIA}","1.0","{6.6|6.6|7.0}","1.0","{15.0|15.0}","1.0","{19:05:11|19:05:11|19:05}","0.6666666666666666","{1999-03-28|1999-03-28|1999-03-27}","1.0","{2.0}","1.0","{30.512|30.512|30.512}","1.0","{100.0|100.0}"
"File1_4021+File2_1398+File2_1399+File3_0256","0.8518518518518519","0.75","{-75.1|-75.051|-74.942|-75.051}","1.0","{PERU|PERU|PERU|PERU}","0.5","{6.2|6.6|5.8|7.0}","0.6666666666666666","{43.0|10.0|10.0}","1.0","{05:05|05:05:48|05:58:14|05:48}","1.0","{1969-10-01|1969-10-01|1969-10-01|1969-10-01}","1.0","{5.0}","0.75","{-11.7|-11.841|-11.803|-11.841}","1.0","{150.0}"
"File1_4410+File2_6505","1.0","1.0","{153.581|153.581}","1.0","{PAPUA NEW GUINEA|PAPUA NEW GUINEA}","1.0","{7.6|7.6}","1.0","{89.0|88.8}","1.0","{09:05:50|09:05:50}","1.0","{1983-03-18|1983-03-18}",,,"1.0","{-4.883|-4.883}",,
"File1_4831+File2_12548+File2_12550+File3_0639","0.8333333333333334","0.75","{99.196|99.196|170.865|99.196}","0.75","{CHINA|CHINA|NEW CALEDONIA|CHINA}","1.0","{6.8|6.8|6.5|7.0}","1.0","{13.0|12.5|11.4}","0.5","{21:46:39|21:46:40|15:46:57|22:17}","0.75","{1995-07-11|1995-07-11|1995-07-12|1995-07-11}","1.0","{36.0|36.0}","0.75","{21.966|21.966|-23.26|21.966}","1.0","{11.0|11.0}"
"File1_5005+File2_15271+File3_0784+File3_0811","0.9259259259259258","1.0","{70.232|70.232|70.232|70.232}","1.0","{INDIA|INDIA|INDIA|INDIA}","1.0","{7.7|7.7|8.0|8.0}","1.0","{16.0|16.0}","1.0","{03:16:40|03:16:40|03:16}","1.0","{2001-01-26|2001-01-26|2001-01-26|2001-01-26}","0.6666666666666666","{2623.0|2623.0|0.0}","1.0","{23.419|23.419|23.419|23.419}","0.6666666666666666","{20005.0|20005.0|12.0}"
"File1_5007+File2_15305+File2_15308+File3_0749","0.8611111111111112","0.75","{101.129|101.129|126.354|101.129}","0.75","{CHINA|CHINA|INDONESIA|CHINA}","1.0","{5.6|5.6|5.8|6.0}","1.0","{33.0|33.0|33.0}","0.75","{00:09:23|00:09:24|16:07:48|00:09}","0.75","{2001-02-23|2001-02-23|2001-02-24|2001-02-23}","1.0","{24.0}","0.75","{29.513|29.513|1.559|29.513}","1.0","{3.0|3.0}"
"File1_5671+File2_21036+File2_21037+File3_1147","0.9375","1.0","{-75.966|-75.966|-75.998|-75.966}","1.0","{PERU|PERU|PERU|PERU}","0.75","{6.9|6.9|5.6|7.0}","1.0","{24.0|24.0|22.3}","0.75","{18:54:34|18:54:34|19:01:02|18:54}","1.0","{2011-10-28|2011-10-28|2011-10-28|2011-10-28}",,,"1.0","{-14.438|-14.438|-14.379|-14.438}","1.0","{1.0|1.0}"
"File1_4748+File2_11057","1.0","1.0","{141.641|141.641}","1.0","{JAPAN|JAPAN}","1.0","{6.3|6.4}","1.0","{16.0|15.5}","1.0","{15:14:55|15:14:55}","1.0","{1992-08-11|1992-08-11}",,,"1.0","{32.536|32.536}",,
"File1_5606+File2_20212","0.7142857142857143","1.0","{141.476|141.474}","0.0","{USA TERRITORY|MICRONESIA, FEDERATED STATES OF}","1.0","{6.9|6.9}","0.0","{10.0|16.0}","1.0","{21:19:33|21:19:34}","1.0","{2010-08-13|2010-08-13}",,,"1.0","{12.484|12.487}",,
"File1_5789+File2_22027","0.8571428571428571","1.0","{-66.81|-66.8096}","0.0","{USA TERRITORY|PUERTO RICO}","1.0","{6.4|6.4}","1.0","{20.0|20.0}","1.0","{04:01:24|04:01:03}","1.0","{2014-01-13|2014-01-13}",,,"1.0","{19.043|19.0428}",,
"File1_4143+File2_2933+File2_2938","0.7142857142857143","0.6666666666666666","{23.8|23.797|125.927}","0.6666666666666666","{GREECE|GREECE|INDONESIA}","1.0","{5.6|5.7|5.5}","0.6666666666666666","{26.0|26.0|33.0}","0.6666666666666666","{10:57:42|10:57:43|16:58:51}","0.6666666666666666","{1973-11-29|1973-11-29|1973-11-30}",,,"0.6666666666666666","{35.18|35.181|1.257}",,
"File1_4769+File2_11490","0.14285714285714285","0.0","{50.814|-176.643}","0.0","{IRAN|TONGA}","0.0","{5.4|5.7}","1.0","{33.0|33.0}","0.0","{16:32:43|15:33}","0.0","{1993-06-22|1993-06-19}",,,"0.0","{30.149|-28.299}",,
"File1_4623+File2_9593+File2_9594+File2_9596+File2_9599+File2_9600","0.8333333333333333","1.0","{41.942|41.942|41.963|41.88|41.824|41.87}","1.0","{DJIBOUTI|DJIBOUTI|DJIBOUTI|DJIBOUTI|DJIBOUTI|DJIBOUTI}","0.8333333333333334","{6.3|6.5|5.6|6.1|6.1|6.4}","0.5","{12.0|11.6|10.1|10.0|11.7|15.8}","0.5","{11:16:56|11:16:57|11:17:55|13:26:19|19:25:57|01:09:07}","0.8333333333333334","{1989-08-20|1989-08-20|1989-08-20|1989-08-20|1989-08-20|1989-08-21}",,,"1.0","{11.766|11.766|11.919|11.88|11.904|11.874}","1.0","{2.0}"
"File1_5791+File2_22036","1.0","1.0","{109.265|109.2653}","1.0","{INDONESIA|INDONESIA}","1.0","{6.1|6.1}","1.0","{66.0|66.0}","1.0","{05:14:51|05:14:19}","1.0","{2014-01-25|2014-01-25}",,,"1.0","{-7.986|-7.9855}",,
"File1_4336+File2_5589","1.0","1.0","{23.041|23.041}","1.0","{GREECE|GREECE}","1.0","{6.4|6.4}","1.0","{14.0|14.0}","1.0","{02:11:52|02:11:53}","1.0","{1980-07-09|1980-07-09}","1.0","{5.0}","1.0","{39.269|39.269}","1.0","{1.0}"
"File2_10391+File2_10393+File2_10394+File3_0617","0.7380952380952381","0.5","{167.023|167.057|166.937|167.2}","1.0","{RUSSIAN FEDERATION|RUSSIAN FEDERATION|RUSSIAN FEDERATION|RUSSIAN FEDERATION}","0.5","{6.6|5.9|5.7|7.0}","0.6666666666666666","{13.0|10.0|10.0}","1.0","{11:36:28|11:54:58|11:58:13}","1.0","{1991-03-08|1991-03-08|1991-03-08|1991-03-08}",,,"0.5","{60.904|60.834|60.682|60.7}",,
"File1_4153+File2_3104+File3_0096","0.875","0.6666666666666666","{104.01|104.015|104.1}","1.0","{CHINA|CHINA|CHINA}","1.0","{7.1|6.8|7.0}","1.0","{11.0|11.0}","0.6666666666666666","{19:25:15|19:25:15|18:25}","1.0","{1974-05-10|1974-05-10|1974-05-10}",,,"0.6666666666666666","{28.24|28.243|28.4}","1.0","{20000.0|20000.0}"
"File2_21807+File3_1130","1.0","1.0","{96.65|96.665}","1.0","{INDONESIA|INDONESIA}","1.0","{5.5|6.0}","1.0","{10.0}","1.0","{13:55:38}","1.0","{2013-07-02|2013-07-02}","1.0","{130.0}","1.0","{4.664|4.645}","1.0","{48.0}"
"File1_4228+File2_4173","1.0","1.0","{71.04|71.042}","1.0","{AFGHANISTAN|AFGHANISTAN}","1.0","{6.1|6.1}","1.0","{190.0|190.0}","1.0","{21:42:12|21:42:12}","1.0","{1976-11-27|1976-11-27}",,,"1.0","{36.51|36.507}",,
"File1_5108+File2_16245+File3_0937","1.0","1.0","{40.464|40.464|40.464}","1.0","{TURKEY|TURKEY|TURKEY}","1.0","{6.4|6.4|6.0}","1.0","{10.0|10.0}","1.0","{00:27:04|00:27:05|00:27}","1.0","{2003-05-01|2003-05-01|2003-05-01}","1.0","{135.0}","1.0","{39.007|39.007|39.007}","1.0","{177.0|177.0}"
"File1_5469+File2_19095+File3_1039","0.9629629629629629","1.0","{141.464|141.464|141.464}","1.0","{JAPAN|JAPAN|JAPAN}","1.0","{6.8|6.8|7.0}","1.0","{108.0|108.0}","1.0","{15:26:19|15:26:20|15:26}","0.6666666666666666","{2008-07-23|2008-07-23|2008-07-22}","1.0","{110.0}","1.0","{39.802|39.802|39.802}","1.0","{1.0|1.0}"
"File1_5104+File2_16204","1.0","1.0","{89.331|89.331}","1.0","{BHUTAN|BHUTAN}","1.0","{5.5|5.5}","1.0","{47.0|47.1}","1.0","{18:51:26|18:51:26}","1.0","{2003-03-25|2003-03-25}",,,"1.0","{27.264|27.264}",,
"File1_5362+File2_18212","0.8571428571428571","1.0","{154.524|154.524}","0.0","{RUSSIA|RUSSIAN FEDERATION}","1.0","{8.1|8.1}","1.0","{10.0|10.0}","1.0","{04:23:21|04:23:21}","1.0","{2007-01-13|2007-01-13}",,,"1.0","{46.243|46.243}",,
"File1_5855+File2_22602+File2_22604","0.8333333333333333","0.6666666666666666","{122.316|122.3158|122.453}","0.6666666666666666","{TAIWAN|JAPAN|JAPAN}","1.0","{6.4|6.4|6.0}","1.0","{29.0|29.0|29.0}","0.6666666666666666","{01:42:38|01:42:58|11:45:13}","1.0","{2015-04-20|2015-04-20|2015-04-20}",,,"0.6666666666666666","{24.203|24.2026|24.0851}","1.0","{1.0}"
"File1_4757+File2_11241","1.0","1.0","{121.896|121.896}","1.0","{INDONESIA|INDONESIA}","1.0","{7.8|7.8}","1.0","{28.0|27.7}","1.0","{05:29:26|05:29:26}","1.0","{1992-12-12|1992-12-12}","1.0","{100.0}","1.0","{-8.48|-8.48}","1.0","{2500.0}"
"File1_4546+File2_8400","0.875","1.0","{-70.161|-70.161}","1.0","{CHILE|CHILE}","0.0","{7.3|7.6}","1.0","{62.0|62.3}","1.0","{09:17:05|09:17:05}","1.0","{1987-03-05|1987-03-05}",,,"1.0","{-24.388|-24.388}","1.0","{1.0}"
"File1_4474+File2_7244","1.0","1.0","{71.328|71.328}","1.0","{TAJIKISTAN|TAJIKISTAN}","1.0","{6.1|6.1}","1.0","{33.0|33.0}","1.0","{20:22:21|20:22:22}","1.0","{1984-10-26|1984-10-26}",,,"1.0","{39.155|39.155}",,
"File1_3906+File2_0388","0.75","1.0","{122.6|122.583}","0.0","{TAIWAN|JAPAN}","1.0","{8.0|7.5}","0.0","{48.0|30.0}","1.0","{16:31:21|16:31:20}","1.0","{1966-03-12|1966-03-12}",,,"1.0","{24.1|24.122}","1.0","{7.0}"
"File1_4677+File2_10205+File3_0500","1.0","1.0","{103.781|103.781|103.863}","1.0","{CHINA|CHINA|CHINA}","1.0","{5.8|5.7|6.0}","1.0","{12.0|11.7}","1.0","{08:07:27|08:07:28|08:07}","1.0","{1990-10-20|1990-10-20|1990-10-20}",,,"1.0","{37.093|37.093|37.001}","1.0","{4.0|1.0}"
"File1_4716+File2_10558","0.875","1.0","{44.066|44.066}","1.0","{IRAQ|IRAQ}","0.0","{5.1|5.5}","1.0","{26.0|25.5}","1.0","{09:45:41|09:45:42}","1.0","{1991-07-24|1991-07-24}",,,"1.0","{36.52|36.52}","1.0","{20.0}"
"File1_4673+File2_10181+File2_10182","0.9047619047619048","1.0","{138.643|138.643|138.685}","1.0","{JAPAN|JAPAN|JAPAN}","0.6666666666666666","{6.5|6.5|6.2}","1.0","{10.0|10.0|10.0}","0.6666666666666666","{21:13:07|21:13:07|22:09:04}","1.0","{1990-09-23|1990-09-23|1990-09-23}",,,"1.0","{33.267|33.267|33.189}",,
"File1_5837+File2_22443","1.0","1.0","{126.522|126.5217}","1.0","{INDONESIA|INDONESIA}","1.0","{7.1|7.1}","1.0","{45.0|45.0}","1.0","{02:32:12|02:31:42}","1.0","{2014-11-15|2014-11-15}",,,"1.0","{1.893|1.8929}",,
"File1_4324+File2_5398+File3_0322","0.8148148148148148","1.0","{-27.75|-27.78|-27.78}","0.6666666666666666","{AZORES (PORTUGAL)|PORTUGAL|PORTUGAL}","1.0","{6.9|6.7|7.0}","0.0","{13.0|10.0}","0.6666666666666666","{16:42:42|16:42:40|17:42}","1.0","{1980-01-01|1980-01-01|1980-01-01}","1.0","{5.0|5.0}","1.0","{38.727|38.815|38.815}","1.0","{69.0|69.0}"
"File1_4186+File2_3542+File3_0279","0.9583333333333333","1.0","{155.152|155.152|155.152}","1.0","{PAPUA NEW GUINEA|PAPUA NEW GUINEA|PAPUA NEW GUINEA}","1.0","{7.7|7.7|8.0}","1.0","{44.0|44.0}","0.6666666666666666","{19:54:27|19:54:28|20:54}","1.0","{1975-07-20|1975-07-20|1975-07-20}",,,"1.0","{-7.104|-7.104|-7.104}","1.0","{200.0}"
"File1_5614+File2_20270","0.75","1.0","{51.665|51.666}","0.0","{IRAN|IRAN, ISLAMIC REPUBLIC OF}","1.0","{5.8|5.9}","0.0","{27.0|20.0}","1.0","{11:22:46|11:22:45}","1.0","{2010-09-27|2010-09-27}",,,"1.0","{29.647|29.637}","1.0","{1.0}"
"File1_5383+File2_18481","1.0","1.0","{-90.618|-90.618}","1.0","{GUATEMALA|GUATEMALA}","1.0","{6.7|6.7}","1.0","{23.0|23.0}","1.0","{19:29:40|19:29:40}","1.0","{2007-06-13|2007-06-13}",,,"1.0","{13.554|13.554}",,
"File1_4409+File2_6496","1.0","1.0","{127.924|127.924}","1.0","{INDONESIA|INDONESIA}","1.0","{6.5|6.7}","1.0","{17.0|16.9}","1.0","{01:36:35|01:36:36}","1.0","{1983-03-12|1983-03-12}",,,"1.0","{-4.056|-4.056}",,
"File1_4417+File2_6531","1.0","1.0","{75.26|75.26}","1.0","{CHINA|CHINA}","1.0","{5.6|5.6}","1.0","{33.0|33.0}","1.0","{06:50:33|06:50:33}","1.0","{1983-04-05|1983-04-05}",,,"1.0","{40.025|40.025}",,
"File1_4437+File2_6774","0.875","1.0","{120.858|120.858}","1.0","{INDONESIA|INDONESIA}","0.0","{6.1|6.5}","1.0","{33.0|33.0}","1.0","{00:36:23|00:36:23}","1.0","{1983-10-25|1983-10-25}",,,"1.0","{1.131|1.131}","1.0","{2.0}"
"File1_4476+File2_7344","1.0","1.0","{92.891|92.891}","1.0","{INDIA|INDIA}","1.0","{5.6|6.0}","1.0","{23.0|22.6}","1.0","{23:33:37|23:33:38}","1.0","{1984-12-30|1984-12-30}",,,"1.0","{24.641|24.641}","1.0","{20.0}"
"File1_4454+File2_6957+File3_0469","0.875","0.6666666666666666","{63.35|63.35|-10000.0}","0.6666666666666666","{UZBEKISTAN|UZBEKISTAN|SOVIET UNION}","1.0","{7.0|7.0|7.0}","1.0","{15.0|14.5}","1.0","{20:28:38|20:28:38}","1.0","{1984-03-19|1984-03-19|1984-03-19}","1.0","{5.0}","0.6666666666666666","{40.32|40.32|-10000.0}",,
"File1_4445+File2_6821","0.7142857142857143","1.0","{72.11|72.11}","0.0","{UK TERRITORY|MALDIVES}","0.0","{7.6|7.3}","1.0","{10.0|10.0}","1.0","{17:46|17:46:01}","1.0","{1983-11-30|1983-11-30}",,,"1.0","{-6.852|-6.852}",,
"File1_5694+File2_21193","1.0","1.0","{144.944|144.944}","1.0","{JAPAN|JAPAN}","1.0","{6.9|6.9}","1.0","{12.0|12.0}","1.0","{09:08:35|09:08:35}","1.0","{2012-03-14|2012-03-14}",,,"1.0","{40.887|40.887}",,
"File1_5659+File2_20945","1.0","1.0","{168.143|168.143}","1.0","{VANUATU|VANUATU}","1.0","{7.1|7.2}","1.0","{32.0|32.0}","1.0","{16:55:02|16:55:03}","1.0","{2011-08-20|2011-08-20}",,,"1.0","{-18.365|-18.365}",,
"File1_3996+File2_1079+File3_0085","0.8333333333333333","1.0","{117.0|117.071|117.071}","1.0","{AUSTRALIA|AUSTRALIA|AUSTRALIA}","1.0","{6.9|6.5|7.0}","0.0","{5.0|15.0}","0.6666666666666666","{02:58|02:58:52|04:58}","1.0","{1968-10-14|1968-10-14|1968-10-14}","1.0","{2.0}","1.0","{-31.6|-31.566|-31.566}",,
"File1_5863+File2_22700+File3_1200","0.8148148148148148","0.6666666666666666","{78.2|78.1542|78.1542}","1.0","{CHINA|CHINA|CHINA}","1.0","{6.4|6.4|6.0}","0.0","{10.0|20.0}","1.0","{01:07:01|01:07:47|01:07}","1.0","{2015-07-03|2015-07-03|2015-07-03}","1.0","{3.0}","0.6666666666666666","{37.6|37.4593|37.4593}","1.0","{3.0|3.0}"
"File1_4663+File2_10035+File2_10036+File3_0550","0.8809523809523808","0.75","{65.719|65.719|65.548|65.79}","1.0","{PAKISTAN|PAKISTAN|PAKISTAN|PAKISTAN}","1.0","{6.3|6.1|5.6|6.0}","1.0","{15.0|14.5|15.3}","0.6666666666666666","{04:51:45|04:51:46|17:17:43}","1.0","{1990-06-17|1990-06-17|1990-06-17|1990-06-17}",,,"0.75","{27.398|27.398|27.302|27.429}",,
"File1_4314+File2_5337+File3_0372","1.0","1.0","{108.252|108.252|108.252}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{6.1|6.1|6.0}","1.0","{62.0|62.0}","1.0","{15:53:03|15:53:03|15:53}","1.0","{1979-11-02|1979-11-02|1979-11-02}","1.0","{16.0|16.0}","1.0","{-7.656|-7.656|-7.656}","1.0","{30.0|26.0}"
"File1_4891+File2_13686+File3_0700","0.8888888888888888","0.6666666666666666","{119.727|119.727|119.4}","0.6666666666666666","{INDONESIA|INDONESIA|PHILIPPINES}","1.0","{5.9|5.9|6.0}","1.0","{33.0|33.0}","1.0","{01:38:28|01:38:29|01:38}","1.0","{1997-09-28|1997-09-28|1997-09-28}","1.0","{1.0|1.0}","0.6666666666666666","{-3.776|-3.776|4.0}","1.0","{20.0|20.0}"
"File1_4575+File2_8838","1.0","1.0","{133.803|133.803}","1.0","{AUSTRALIA|AUSTRALIA}","1.0","{6.3|6.3}","1.0","{5.0|5.0}","1.0","{00:35:58|00:35:58}","1.0","{1988-01-22|1988-01-22}",,,"1.0","{-19.847|-19.847}",,
"File1_4489+File2_7599","0.875","1.0","{152.828|152.828}","1.0","{PAPUA NEW GUINEA|PAPUA NEW GUINEA}","1.0","{7.2|7.3}","0.0","{46.0|33.0}","1.0","{04:36:51|04:36:52}","1.0","{1985-07-03|1985-07-03}","1.0","{1.0}","1.0","{-4.439|-4.439}",,
"File1_4161+File2_3247","1.0","1.0","{12.92|12.917}","1.0","{GABON|GABON}","1.0","{6.2|6.2}","1.0","{33.0|33.0}","1.0","{19:28:17|19:28:17}","1.0","{1974-09-23|1974-09-23}",,,"1.0","{-0.28|-0.278}",,
"File1_4152+File2_3100+File3_0276","1.0","1.0","{138.7|138.74|138.74}","1.0","{JAPAN|JAPAN|JAPAN}","1.0","{6.5|6.5|7.0}","1.0","{2.0|2.0}","1.0","{23:33:25|23:33:25|23:33}","1.0","{1974-05-08|1974-05-08|1974-05-08}",,,"1.0","{34.5|34.522|34.522}","1.0","{27.0|30.0}"
"File1_5858+File2_22629","1.0","1.0","{151.875|151.8751}","1.0","{PAPUA NEW GUINEA|PAPUA NEW GUINEA}","1.0","{7.5|7.5}","1.0","{55.0|55.0}","1.0","{01:44:38|01:44:06}","1.0","{2015-05-05|2015-05-05}",,,"1.0","{-5.462|-5.4624}",,
"File1_4862+File2_13265","1.0","1.0","{131.093|131.093}","1.0","{JAPAN|JAPAN}","1.0","{6.6|6.6}","1.0","{10.0|10.0}","1.0","{10:50:20|10:50:21}","1.0","{1996-10-18|1996-10-18}",,,"1.0","{30.568|30.568}",,
"File1_4799+File2_11945","1.0","1.0","{112.892|112.892}","1.0","{INDONESIA|INDONESIA}","1.0","{6.6|6.6}","1.0","{26.0|25.9}","1.0","{21:06:59|21:07}","1.0","{1994-06-03|1994-06-03}",,,"1.0","{-10.362|-10.362}",,
"File1_3946+File2_0716+File3_1366","0.9583333333333333","1.0","{-73.0|-73.032|-73.032}","1.0","{COLOMBIA|COLOMBIA|COLOMBIA}","1.0","{6.8|6.8|7.0}","1.0","{161.0|161.2}","0.6666666666666666","{10:24:24|10:24:25|16:24}","1.0","{1967-07-29|1967-07-29|1967-07-29}",,,"1.0","{6.8|6.747|6.747}","1.0","{20.0}"
"File1_4594+File2_9221","0.8571428571428571","1.0","{-67.256|-67.256}","0.0","{USA TERRITORY|PUERTO RICO}","1.0","{5.7|6.0}","1.0","{33.0|33.3}","1.0","{19:42:18|19:42:18}","1.0","{1988-11-03|1988-11-03}",,,"1.0","{19.08|19.08}",,
"File1_5040+File2_15774+File2_15776+File3_0816","0.8645833333333334","1.0","{69.315|69.315|69.338|69.315}","1.0","{AFGHANISTAN|AFGHANISTAN|AFGHANISTAN|AFGHANISTAN}","1.0","{6.1|6.1|5.6|6.0}","0.6666666666666666","{8.0|8.0|10.0}","0.5","{14:56:33|14:56:34|08:52:52|02:56}","0.75","{2002-03-25|2002-03-25|2002-03-27|2002-03-25}",,,"1.0","{36.062|36.062|36.023|36.062}","1.0","{1000.0|1000.0}"
"File1_5106+File2_16229+File2_16231+File3_0885","0.7619047619047619","0.75","{96.476|96.476|1.432|96.476}","0.75","{CHINA|CHINA|SAINT HELENA|CHINA}","0.75","{6.4|6.4|6.5|6.0}","0.6666666666666666","{14.0|14.0|10.0}","0.6666666666666666","{00:48:38|00:48:39|14:50:49}","1.0","{2003-04-17|2003-04-17|2003-04-17|2003-04-17}",,,"0.75","{37.529|37.529|-54.624|37.529}",,
"File1_5157+File2_16575+File3_0936","1.0","1.0","{-82.824|-82.824|-82.824}","1.0","{PANAMA|PANAMA|PANAMA}","1.0","{6.5|6.5|7.0}","1.0","{33.0|33.0}","1.0","{07:11:11|07:11:12|07:11}","1.0","{2003-12-25|2003-12-25|2003-12-25}",,,"1.0","{8.416|8.416|8.416}","1.0","{2.0|2.0}"
