"RecordIDS","AverageConsistency","Latitude-Consistency","Latitude-Values","Country-Consistency","Country-Values","Magnitude-Consistency","Magnitude-Values","Depth-Consistency","Depth-Values","Time-Consistency","Time-Values","Date-Consistency","Date-Values","TotalDamages-Consistency","TotalDamages-Values","Longitude-Consistency","Longitude-Values","Deaths-Consistency","Deaths-Values"
"File1_5404+File2_18616+File3_1004","1.0","1.0","{101.367|101.367|101.367}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{8.4|8.4|8.0}","1.0","{34.0|34.0}","1.0","{11:10:26|11:10:27|11:00}","1.0","{2007-09-12|2007-09-12|2007-09-12}","1.0","{500.0}","1.0","{-4.438|-4.438|-4.438}","1.0","{25.0|25.0}"
"File1_5690+File2_21174","1.0","1.0","{120.891|120.891}","1.0","{TAIWAN|TAIWAN}","1.0","{5.9|5.9}","1.0","{28.0|28.0}","1.0","{02:35|02:35:01}","1.0","{2012-02-26|2012-02-26}",,,"1.0","{22.661|22.661}",,
"File1_4322+File2_5382+File3_0373","1.0","1.0","{102.712|102.712|102.712}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{6.6|6.6|7.0}","1.0","{33.0|33.0}","1.0","{00:02:41|00:02:42|00:02}","1.0","{1979-12-15|1979-12-15|1979-12-15}",,,"1.0","{-3.299|-3.299|-3.299}","1.0","{8.0|5.0}"
"File1_5644+File2_20724+File2_20725","0.875","0.6666666666666666","{140.401|140.401|140.812}","1.0","{JAPAN|JAPAN|JAPAN}","0.6666666666666666","{6.6|6.6|5.8}","1.0","{11.0|11.0|10.0}","1.0","{08:16:12|08:16:13|08:16:51}","1.0","{2011-04-11|2011-04-11|2011-04-11}",,,"0.6666666666666666","{37.001|37.001|37.791}","1.0","{7.0}"
"File1_4395+File2_6256+File2_6257","0.9047619047619048","0.6666666666666666","{120.577|120.577|120.416}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{5.6|5.9|5.5}","1.0","{46.0|45.7|49.9}","1.0","{20:40:52|20:40:52|20:46:14}","1.0","{1982-08-06|1982-08-06|1982-08-06}",,,"0.6666666666666666","{-8.375|-8.375|-8.319}",,
"File1_4796+File2_11890+File3_0633","0.9166666666666666","0.6666666666666666","{67.163|67.163|67.0}","1.0","{AFGHANISTAN|AFGHANISTAN|AFGHANISTAN}","1.0","{6.1|6.1|6.0}","1.0","{19.0|18.5}","1.0","{12:00:35|12:00:36|12:01}","1.0","{1994-05-01|1994-05-01|1994-05-01}",,,"0.6666666666666666","{36.901|36.901|37.0}","1.0","{160.0}"
"File1_4420+File2_6566+File2_6567+File2_6568","0.875","1.0","{-120.317|-120.3|-120.312|-120.29}","0.75","{USA|UNITED STATES|UNITED STATES|UNITED STATES}","0.75","{6.2|6.3|6.7|5.5}","0.5","{10.0|12.0|9.578|8.0}","1.0","{23:42:37|23:42:37|23:42:38|23:46:06}","1.0","{1983-05-02|1983-05-02|1983-05-02|1983-05-02}","1.0","{31.0}","1.0","{36.219|36.24|36.2316667|36.23}",,
"File1_4581+File2_9045","1.0","1.0","{121.067|121.067}","1.0","{PHILIPPINES|PHILIPPINES}","1.0","{6.2|6.2}","1.0","{17.0|16.7}","1.0","{20:19:52|20:19:53}","1.0","{1988-06-19|1988-06-19}",,,"1.0","{12.376|12.376}","1.0","{2.0}"
"File1_5595+File2_20123","0.7142857142857143","1.0","{-115.921|-115.9113333}","0.0","{USA|UNITED STATES}","1.0","{5.8|5.72}","0.0","{5.0|8.756}","1.0","{04:26:58|04:26:58}","1.0","{2010-06-15|2010-06-15}",,,"1.0","{32.7|32.705}",,
"File1_4903+File2_13881+File3_0657","1.0","1.0","{70.089|70.089|70.089}","1.0","{AFGHANISTAN|AFGHANISTAN|AFGHANISTAN}","1.0","{5.9|5.9|6.0}","1.0","{33.0|33.0}","1.0","{14:33:21|14:33:21|14:37}","1.0","{1998-02-04|1998-02-04|1998-02-04}","1.0","{10.0}","1.0","{37.075|37.075|37.075}","1.0","{2323.0|2323.0}"
"File1_4434+File2_6744","1.0","1.0","{139.513|139.513}","1.0","{JAPAN|JAPAN}","1.0","{6.0|6.0}","1.0","{12.0|12.4}","1.0","{13:33:35|13:33:35}","1.0","{1983-10-03|1983-10-03}",,,"1.0","{33.941|33.941}",,
"File1_4060+File2_1781+File3_0092+File3_0261","0.7685185185185185","0.75","{-80.7|-80.542|-80.542|-80.542}","1.0","{PERU|PERU|PERU|PERU}","0.75","{7.6|7.2|7.0|7.0}","1.0","{25.0|25.0}","1.0","{04:34:38|04:34:41|04:34|04:34}","1.0","{1970-12-10|1970-12-10|1970-12-10|1970-12-10}","0.0","{6.0|4.0|2.0}","0.75","{-4.0|-4.026|-4.026|-4.026}","0.6666666666666666","{82.0|29.0|29.0}"
"File1_4163+File2_3254+File3_0278","0.925925925925926","1.0","{-77.79|-77.795|-77.795}","1.0","{PERU|PERU|PERU}","1.0","{8.1|7.6|8.0}","1.0","{13.0|13.0}","0.6666666666666666","{14:21:29|14:21:29|06:21}","0.6666666666666666","{1974-10-03|1974-10-03|1974-10-04}","1.0","{10.0|10.0}","1.0","{-12.27|-12.265|-12.265}","1.0","{78.0|78.0}"
"File2_14856+File3_0747","1.0","1.0","{103.791|103.791}","1.0","{CHINA|CHINA}","1.0","{5.6|6.0}","1.0","{10.0}","1.0","{10:59:10|10:59}","1.0","{2000-06-06|2000-06-06}",,,"1.0","{37.012|37.012}",,
"File1_4475+File2_7335+File2_7343","0.619047619047619","0.6666666666666666","{163.4|163.46|177.512}","0.0","{RUSSIA|RUSSIAN FEDERATION|NEW ZEALAND}","1.0","{7.0|6.7|6.8}","0.6666666666666666","{33.0|33.0|39.3}","0.6666666666666666","{10:37:53|10:37:54|21:36:56}","0.6666666666666666","{1984-12-28|1984-12-28|1984-12-30}",,,"0.6666666666666666","{56.2|56.194|-36.663}",,
"File1_5723+File2_21393+File3_1127","0.9166666666666666","1.0","{120.096|120.096|120.096}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{6.3|6.3|6.0}","1.0","{10.0|10.0}","0.6666666666666666","{09:41:52|09:41:52|21:41}","0.6666666666666666","{2012-08-18|2012-08-18|2012-08-17}",,,"1.0","{-1.315|-1.315|-1.315}","1.0","{6.0|6.0}"
"File1_4959+File2_14594","0.2857142857142857","0.0","{54.9|165.364}","0.0","{IRAN|RUSSIAN FEDERATION}","0.0","{5.3|6.0}","1.0","{33.0|33.0}","0.0","{04:27:24|00:29}","1.0","{1999-11-26|1999-11-26}",,,"0.0","{36.92|55.133}",,
"File2_13229+File3_0646","0.7142857142857143","0.0","{100.373|100.16}","1.0","{CHINA|CHINA}","1.0","{5.5|6.0}","1.0","{33.0}","1.0","{19:24:50|19:24}","1.0","{1996-09-24|1996-09-24}",,,"0.0","{27.222|26.51}",,
"File1_4972+File2_14786","1.0","1.0","{25.69|25.69}","1.0","{GREECE|GREECE}","1.0","{5.5|5.5}","1.0","{38.0|38.0}","1.0","{04:36:58|04:36:59}","1.0","{2000-04-05|2000-04-05}",,,"1.0","{34.22|34.22}",,
"File1_5304+File2_17758+File3_0981","0.9523809523809523","1.0","{56.865|56.865|56.865}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","1.0","{6.0|6.0|6.0}","1.0","{18.0|18.0}","1.0","{07:31:02|07:31:03}","1.0","{2006-02-28|2006-02-28|2006-02-28}",,,"1.0","{28.12|28.12|28.12}",,
"File1_5428+File2_18825","1.0","1.0","{134.012|134.012}","1.0","{INDONESIA|INDONESIA}","1.0","{5.9|5.9}","1.0","{12.0|12.0}","1.0","{03:12:26|03:12:27}","1.0","{2008-01-07|2008-01-07}",,,"1.0","{-0.795|-0.795}",,
"File1_4441+File2_6789+File3_0336","0.9629629629629631","1.0","{115.213|115.213|115.213}","1.0","{CHINA|CHINA|CHINA}","0.6666666666666666","{5.3|5.7|5.0}","1.0","{19.0|19.0}","1.0","{21:09:45|21:09:45|21:09}","1.0","{1983-11-06|1983-11-06|1983-11-06}","1.0","{5.0}","1.0","{35.206|35.206|35.206}","1.0","{34.0|34.0}"
"File1_4496+File2_7711","1.0","1.0","{159.854|159.854}","1.0","{SOLOMON ISLANDS|SOLOMON ISLANDS}","1.0","{6.9|6.7}","1.0","{32.0|31.9}","1.0","{03:39:08|03:39:09}","1.0","{1985-09-27|1985-09-27}",,,"1.0","{-9.829|-9.829}",,
"File1_3986+File2_1025+File3_0086","0.7916666666666666","1.0","{119.8|119.802|119.802}","1.0","{INDONESIA|INDONESIA|INDONESIA}","0.6666666666666666","{7.4|7.2|8.0}","0.0","{23.0|20.0}","0.6666666666666666","{22:14:19|22:14:23|21:14}","1.0","{1968-08-14|1968-08-14|1968-08-14}",,,"1.0","{0.2|0.157|0.157}","1.0","{200.0|200.0}"
"File1_4270+File2_4778","1.0","1.0","{20.919|20.919}","1.0","{SERBIA}","1.0","{5.7|5.7}","1.0","{33.0|33.0}","1.0","{18:05:25|18:05:26}","1.0","{1978-04-13|1978-04-13}",,,"1.0","{43.269|43.269}",,
"File1_5788+File2_22021","1.0","1.0","{-76.644|-76.644}","1.0","{COLOMBIA|COLOMBIA}","1.0","{5.6|5.5}","1.0","{54.0|53.91}","1.0","{03:36:59|03:36:41}","1.0","{2014-01-05|2014-01-05}",,,"1.0","{4.557|4.557}",,
"File1_5688+File2_21145","1.0","1.0","{167.133|167.133}","1.0","{VANUATU|VANUATU}","1.0","{7.0|7.1}","1.0","{23.0|23.0}","1.0","{13:34:40|13:34:41}","1.0","{2012-02-02|2012-02-02}",,,"1.0","{-17.827|-17.827}",,
"File1_5834+File2_22403+File3_1185","0.9629629629629631","1.0","{100.47|100.4702|100.4702}","1.0","{CHINA|CHINA|CHINA}","1.0","{6.1|6.1|6.0}","1.0","{9.0|8.51}","0.6666666666666666","{13:50:12|13:49:40|01:50}","1.0","{2014-10-07|2014-10-07|2014-10-07}","1.0","{274.0}","1.0","{23.383|23.3834|23.3834}","1.0","{1.0|1.0}"
"File1_4342+File2_5615+File3_0390","0.8888888888888888","1.0","{81.092|81.092|81.092}","1.0","{NEPAL|NEPAL|NEPAL}","1.0","{6.5|6.5|7.0}","1.0","{18.0|18.0}","1.0","{14:58:40|14:58:41|14:43}","1.0","{1980-07-29|1980-07-29|1980-07-29}","1.0","{245.0|245.0}","1.0","{29.598|29.598|29.598}","0.0","{200.0|100.0}"
"File1_5860+File2_22664","1.0","1.0","{140.493|140.4931}","1.0","{JAPAN|JAPAN}","1.0","{7.8|7.8}","1.0","{664.0|664.0}","1.0","{11:23:11|11:23:02}","1.0","{2015-05-30|2015-05-30}",,,"1.0","{27.839|27.8386}",,
"File1_4935+File2_14293+File2_14294+File3_0763","0.9375","1.0","{57.193|57.193|57.147|57.193}","0.75","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","0.75","{6.6|6.6|5.6|7.0}","1.0","{33.0|33.0|33.0}","1.0","{05:38:26|05:38:27|05:47:50|05:38}","1.0","{1999-03-04|1999-03-04|1999-03-04|1999-03-04}",,,"1.0","{28.343|28.343|28.323|28.343}","1.0","{1.0|1.0}"
"File1_4134+File2_2768","0.8571428571428571","1.0","{146.6|146.56}","0.0","{RUSSIA|RUSSIAN FEDERATION}","1.0","{6.6|6.6}","1.0","{50.0|50.0}","1.0","{22:32|22:32}","1.0","{1973-06-26|1973-06-26}",,,"1.0","{43.2|43.175}",,
"File1_5524+File2_19517+File2_19518","1.0","1.0","{167.949|167.949|167.857}","1.0","{VANUATU|VANUATU|VANUATU}","1.0","{6.3|6.3|5.7}","1.0","{15.0|15.0|15.0}","1.0","{02:17:03|02:17:04|02:26:53}","1.0","{2009-06-02|2009-06-02|2009-06-02}",,,"1.0","{-17.757|-17.757|-17.761}",,
"File1_4450+File2_6908","1.0","1.0","{70.484|70.484}","1.0","{AFGHANISTAN|AFGHANISTAN}","1.0","{5.8|6.1}","1.0","{33.0|33.0}","1.0","{14:22:07|14:22:08}","1.0","{1984-02-01|1984-02-01}","1.0","{5.0}","1.0","{34.616|34.616}","1.0","{1.0}"
"File1_5605+File2_20210","1.0","1.0","{-77.306|-77.306}","1.0","{ECUADOR|ECUADOR}","1.0","{7.1|7.1}","1.0","{207.0|206.7}","1.0","{11:54:15|11:54:16}","1.0","{2010-08-12|2010-08-12}",,,"1.0","{-1.266|-1.266}",,
"File1_5359+File2_18208","0.8571428571428571","1.0","{70.311|70.312}","1.0","{KYRGYZSTAN|KYRGYZSTAN}","1.0","{6.0|6.0}","0.0","{18.0|16.0}","1.0","{17:21:50|17:21:50}","1.0","{2007-01-08|2007-01-08}",,,"1.0","{39.803|39.803}",,
"File1_4233+File2_4235","0.8571428571428571","1.0","{70.85|70.852}","0.0","{TAJIKISTAN|KYRGYZSTAN}","1.0","{5.9|6.1}","1.0","{20.0|20.0}","1.0","{14:26:14|14:26:15}","1.0","{1977-01-31|1977-01-31}",,,"1.0","{40.04|40.04}",,
"File1_5174+File2_16669+File3_0948","0.9629629629629631","1.0","{-3.997|-3.997|-3.997}","1.0","{MOROCCO|MOROCCO|MOROCCO}","1.0","{6.4|6.4|6.0}","1.0","{0.0|0.0}","0.6666666666666666","{02:27:46|02:27:46|01:27}","1.0","{2004-02-24|2004-02-24|2004-02-24}","1.0","{400.0|400.0}","1.0","{35.142|35.142|35.142}","1.0","{628.0|628.0}"
"File1_4751+File2_11081","0.8888888888888888","1.0","{-87.386|-87.34}","1.0","{NICARAGUA|NICARAGUA}","1.0","{7.7|7.7}","0.0","{40.0|44.8}","1.0","{00:16:02|00:16:02}","1.0","{1992-09-02|1992-09-02}","1.0","{30.0}","1.0","{11.727|11.742}","1.0","{170.0}"
"File1_5881+File2_22896","1.0","1.0","{20.6|20.6}","1.0","{GREECE|GREECE}","1.0","{6.5|6.5}","1.0","{11.0|11.0}","1.0","{07:10:03|07:10:07}","1.0","{2015-11-17|2015-11-17}",,,"1.0","{38.67|38.67}","1.0","{2.0}"
"File1_4606+File2_9392","0.8571428571428571","1.0","{152.797|152.797}","1.0","{PAPUA NEW GUINEA|PAPUA NEW GUINEA}","0.0","{5.4|5.8}","1.0","{53.0|53.3}","1.0","{14:14:10|14:14:10}","1.0","{1989-03-10|1989-03-10}",,,"1.0","{-4.346|-4.346}",,
"File1_4347+File2_5643+File2_5644+File3_0387","1.0","1.0","{139.964|139.964|140.08|139.964}","1.0","{JAPAN|JAPAN|JAPAN|JAPAN}","1.0","{6.0|6.0|5.5|6.0}","1.0","{73.0|73.0|74.0}","1.0","{17:54:24|17:54:24|17:59:49|17:54}","1.0","{1980-09-24|1980-09-24|1980-09-24|1980-09-24}","1.0","{1.0|1.0}","1.0","{35.45|35.45|35.46|35.45}","1.0","{2.0|2.0}"
"File1_5816+File2_22237+File3_1189","0.7777777777777778","1.0","{25.33|25.3889|25.3889}","1.0","{GREECE|GREECE|GREECE}","1.0","{6.9|6.9|7.0}","0.0","{23.0|6.43}","1.0","{09:25:05|09:25:02|09:25}","1.0","{2014-05-24|2014-05-24|2014-05-24}","0.0","{4500.0|450.0}","1.0","{40.24|40.2893|40.2893}","1.0","{3.0|3.0}"
"File1_4267+File2_4738+File2_4743","0.7619047619047619","0.6666666666666666","{148.439|148.439|149.737}","0.6666666666666666","{RUSSIA|RUSSIAN FEDERATION|RUSSIAN FEDERATION}","0.6666666666666666","{7.5|7.5|6.8}","1.0","{33.0|33.0|33.0}","0.6666666666666666","{03:15:20|03:15:20|19:12:24}","1.0","{1978-03-23|1978-03-23|1978-03-23}",,,"0.6666666666666666","{44.932|44.932|44.343}",,
"File1_5831+File2_22355+File2_22356+File3_1237","0.8333333333333334","0.75","{-122.312|-122.3123333|-28.5152|-122.3123333}","0.5","{USA|UNITED STATES|SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS|UNITED STATES}","1.0","{6.1|6.02|5.5|6.0}","1.0","{11.0|11.12|10.5}","0.5","{10:20:06|10:20:44|20:21:24|11:20}","1.0","{2014-08-24|2014-08-24|2014-08-24|2014-08-24}","1.0","{700.0|700.0}","0.75","{38.216|38.2151667|-55.323|38.2151667}","1.0","{1.0|1.0}"
"File1_4369+File2_5920+File3_0395","0.8518518518518517","1.0","{57.794|57.794|57.794}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","1.0","{7.1|7.1|7.0}","1.0","{33.0|33.0}","1.0","{17:22:24|17:22:25|17:22}","1.0","{1981-07-28|1981-07-28|1981-07-28}","1.0","{1000.0|1000.0}","1.0","{30.013|30.013|30.013}","0.0","{3000.0|1200.0}"
"File1_5896+File2_23048+File3_1228","1.0","1.0","{71.131|71.1311|71.13}","1.0","{AFGHANISTAN|AFGHANISTAN|AFGHANISTAN}","1.0","{6.6|6.6|7.0}","1.0","{212.0|212.0}","1.0","{10:29:12|10:28:59}","1.0","{2016-04-10|2016-04-10|2016-04-10}",,,"1.0","{36.473|36.4725|36.473}","1.0","{6.0|6.0}"
"File1_4771+File2_11512+File3_0580","0.8888888888888888","1.0","{139.197|139.197|139.197}","1.0","{JAPAN|JAPAN|JAPAN}","1.0","{7.7|7.7|8.0}","1.0","{17.0|16.7}","1.0","{13:17:11|13:17:12}","1.0","{1993-07-12|1993-07-12|1993-07-12}","1.0","{1207.0|1000.0}","1.0","{42.851|42.851|42.851}","0.0","{231.0|239.0}"
"File1_5170+File2_16661+File3_0941","0.9583333333333334","1.0","{73.216|73.216|73.216}","1.0","{PAKISTAN|PAKISTAN|PAKISTAN}","0.6666666666666666","{5.4|5.5|6.0}","1.0","{11.0|11.0}","1.0","{10:30:22|10:30:22|10:30}","1.0","{2004-02-14|2004-02-14|2004-02-14}",,,"1.0","{34.774|34.774|34.774}","1.0","{24.0|24.0}"
"File1_5879+File1_5880+File2_22886+File2_22887+File2_22892","0.6285714285714287","0.6","{-72.105|128.873|-72.0068|-72.0585|128.8729}","0.6","{CHILE|JAPAN|CHILE|CHILE|JAPAN}","1.0","{6.9|6.7|6.9|6.9|6.7}","0.6","{10.0|12.0|12.0|10.0|12.0}","0.4","{01:54:37|20:51:03|01:54:39|02:46:20|20:51:31}","0.6","{2015-11-11|2015-11-13|2015-11-11|2015-11-11|2015-11-13}",,,"0.6","{-29.439|31.001|-29.5067|-29.5097|31.0009}",,
"File1_4002+File2_1156","0.5714285714285714","0.0","{127.4|127.306}","1.0","{INDONESIA|INDONESIA}","1.0","{7.5|7.6}","0.0","{70.0|60.0}","1.0","{10:29:40|10:29:41}","1.0","{1969-01-30|1969-01-30}",,,"0.0","{4.8|4.569}",,
"File1_4312+File2_5315","1.0","1.0","{115.847|115.847}","1.0","{INDONESIA|INDONESIA}","1.0","{6.2|6.2}","1.0","{38.0|38.0}","1.0","{01:41:10|01:41:10}","1.0","{1979-10-20|1979-10-20}",,,"1.0","{-8.254|-8.254}","1.0","{2.0}"
"File1_5071+File2_15978+File2_15983+File3_0843","0.7738095238095237","0.75","{49.329|161.154|49.329|49.329}","0.5","{IRAN|SOLOMON ISLANDS|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","1.0","{5.6|5.6|5.6|6.0}","1.0","{10.0|10.0|10.0}","0.6666666666666666","{22:28:11|02:26:30|22:28:12}","0.75","{2002-09-25|2002-09-24|2002-09-25|2002-09-25}",,,"0.75","{31.995|-10.584|31.995|31.995}",,
"File1_4630+File2_9683","1.0","1.0","{143.333|143.333}","1.0","{JAPAN|JAPAN}","1.0","{6.6|6.9}","1.0","{10.0|9.6}","1.0","{05:25:38|05:25:38}","1.0","{1989-10-29|1989-10-29}",,,"1.0","{39.571|39.571}",,
"File1_4922+File2_14086+File3_0734","1.0","1.0","{77.343|77.343|77.343}","1.0","{CHINA|CHINA|CHINA}","1.0","{6.4|6.4|6.0}","1.0","{33.0|33.0}","1.0","{09:03:36|09:03:37|09:03}","1.0","{1998-08-27|1998-08-27|1998-08-27}",,,"1.0","{39.66|39.66|39.66}","1.0","{3.0|3.0}"
"File1_5218+File2_17019+File3_0907","0.9583333333333334","1.0","{124.868|124.868|124.868}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{7.5|7.5|8.0}","1.0","{10.0|10.0}","1.0","{21:26:41|21:26:41|21:26}","0.6666666666666666","{2004-11-11|2004-11-11|2004-11-10}",,,"1.0","{-8.152|-8.152|-8.152}","1.0","{34.0|33.0}"
"File1_5544+File2_19662+File3_1052+File3_1084+File3_1106","0.7777777777777778","1.0","{-172.095|-172.095|-172.095|-172.095|-172.095}","1.0","{SAMOA|SAMOA|SAMOA|SAMOA|SAMOA}","1.0","{8.1|8.1|8.0|8.0|8.0}","1.0","{18.0|18.0}","1.0","{17:48:10|17:48:11|17:48}","1.0","{2009-09-29|2009-09-29|2009-09-29|2009-09-29|2009-09-29}","0.0","{285.0|9.0|124.0}","1.0","{-15.489|-15.489|-15.489|-15.489|-15.489}","0.0","{192.0|34.0|9.0|148.0}"
"File1_4820+File2_12335+File2_12338+File3_0678","0.8333333333333334","0.75","{32.279|143.661|32.279|32.3}","0.75","{CYPRUS|JAPAN|CYPRUS|CYPRUS}","1.0","{5.9|6.2|5.9|6.0}","1.0","{10.0|9.1|10.0}","0.5","{21:03:01|05:01:23|21:03:01|22:03}","0.75","{1995-02-23|1995-02-23|1995-02-23|1995-02-22}","1.0","{4.0|4.0}","0.75","{35.046|39.748|35.046|35.1}","1.0","{2.0|2.0}"
"File1_4750+File2_11075+File3_0578","0.9166666666666666","0.6666666666666666","{66.74|66.74|66.7}","1.0","{PAKISTAN|PAKISTAN|PAKISTAN}","1.0","{5.5|5.6|6.0}","1.0","{9.0|9.3}","1.0","{00:50:50|00:50:50|00:51}","1.0","{1992-08-28|1992-08-28|1992-08-28}",,,"0.6666666666666666","{29.087|29.087|29.3}","1.0","{4.0|4.0}"
"File1_5340+File2_18051","1.0","1.0","{-61.758|-61.758}","1.0","{TRINIDAD AND TOBAGO|TRINIDAD AND TOBAGO}","1.0","{5.5|5.5}","1.0","{52.0|52.0}","1.0","{18:23:05|18:23:06}","1.0","{2006-09-29|2006-09-29}",,,"1.0","{10.814|10.814}","1.0","{1.0}"
"File1_5617+File2_20321+File3_1107","1.0","1.0","{20.673|20.73|20.73}","1.0","{SERBIA|SERBIA|SERBIA}","1.0","{5.5|5.5|6.0}","1.0","{1.0|0.9}","1.0","{00:56:55|00:56:55|00:58}","1.0","{2010-11-03|2010-11-03|2010-11-03}","1.0","{132.0}","1.0","{43.76|43.76|43.76}","1.0","{2.0|2.0}"
